字	廣韻字號	小韻號	IPA	Baxter Sagart gloss (rough meaning only)	廣韻 gloss
𥎌	569	59	biowŋ		𥎌𥎂矛也
𥎐	21246	3326	jwit		𥎐出
𥎖	1175	122	mjie		矛也
𥎗	10737	1345	ziɤ̋		矛也
𥎦	8834	1017	ɦəu		古文矦見上注
𥎰	25327	3871	pʰwiɐp		矢皃孚法切一
𥎱	22040	3427	bɣɛt		𥎱䂒短人
𥎹	21053	3300	ʈit		短也
𥎻	8738	1013	ʈiu		射鳥箭也
𥏙	16429	2420	kʰwiɐiʱ		𥏙䂕短皃丘吠切一
𥏠	3033	302	pe		𥏠[𥎬/䂑]短皃
𥏪	11239	1425	kʰɣɛ̋i		矲𥏪
𥏬	7251	837	dɑŋ		並古文
𥏳	10486	1301	ʐɨ̋		不來也說文引詩曰不𥏳不來从來矣聲
𥏻	7018	809	ɕiɑŋ		傷也又且羊切
𥏻	7206	829	tsʰiɑŋ		傷也又式羊切
𥐁	20104	3196	buk		短人又倉𠋫切
𥐙	22149	3444	pʰɣɛt		石破聲
𥐝	23865	3676	tek		上同𥕐𥕐磓
𥐞	7494	853	mɑŋ		𥐞碭山名史記本只作芒
𥐪	7760	893	ɦɣwɛŋ		玉篇云石聲也
𥑁	9461	1101	piem		[𥑁/𥐗]
𥑇	22364	3476	det		砲𥑇
𥑋	16664	2472	kɣwɛiʱ		𥑋石似玉
𥑐	25241	3859	kɣap		漢書人名
𥑻	5036	575	sen		石次玉也
𥒰	10788	1354	pwiő		𥒰䃊
𥓋	5176	588	ŋen		上同硏磨也
𥓍	20502	3231	towk		𥓍矺玉篇云落石也
𥓎	21676	3383	lwot		𥓎矹崖狀
𥓔	11260	1429	ʔwői		上同碨碨磊石皃
𥓖	12867	1724	kɑ̋w		女𥓖石似玉
𥓻	330	30	tsuŋ		石也
𥔂	19260	3023	kəŋʱ		石連皃
𥔄	22403	3479	net		礬石别名
𥔢	2442	261	jwio		石次玉也
𥔭	13014	1747	swɑ̋		小石
𥕌	14427	2047	dzie̋m		𥕌礹
𥕐	23864	3676	tek		𥕐磓
𥕗	7822	901	hɣwɛŋ		石落聲
𥕲	21489	3359	kwiɐt		發石
𥕶	1142	119	sie		𥕶磨
𥕸	16548	2443	swɑiʱ		小石先外切三
𥕹	22730	3528	tsʰwiet		石破
𥖛	22922	3563	ʈiɑk		說文云斫也
𥖝	9451	1100	liem		赤礪石
𥖪	23569	3644	lɣɛk		𥖪礋打草田器出字林
𥗀	12519	1667	le̋w		𥗀𢁕[-/石]垂皃
𥗝	13312	1817	nʑiɑ̋ŋ		惡雌黃
𥗥	22211	3460	mɣat		[𥗥斫/礣砎]莫鎋切四
𥗫	2339	255	ɡwio		磫𥗫靑礪
𥗫	2614	276	kwio		磫𥗫礪石
𥗭	24836	3806	tsʰɑp		石多皃
𥗰	6065	690	ɳɣaw		上同𣳦𣳦沙藥名
𥘄	21350	3342	ʔiut		𥘄䃶小石
𥘰	10422	1292	zɨ̋		竝上同祀年也又祭祀
𥙮	12208	1619	sie̋n		少也
𥚁	13072	1758	ɦwɑ̋		上同禍害也胡果切七
𥚊	20230	3203	liuk		見也
𥚋	21265	3328	swit		不能行也
𥚩	10665	1333	siɤ̋		祭具
𥛁	18156	2754	kʰwienʱ		祭祀區倦切三
𥛅	19384	3049	liuʱ		留祀祝𥛅
𥛘	21114	3306	pjit		竈上祭
𥛚	24028	3693	ʈʰek		福𥛚
𥛛	3724	403	ʔjin		籀文
𥛝	571	59	biowŋ		大黃負山神能動天地氣昔孔甲遇之
𥛞	20061	3191	luk		祭也
𥛟	20828	3275	pʰɣɔk		玉篇云久視
𥛱	7578	865	pɣaŋ		上同祊廟門傍祭
𥛲	18307	2782	tsiewʱ		上同醮祭也子肖切十一
𥛳	2134	237	hiɤ		上同魖出字書魖耗鬼又夔魖罔象才石之怪也
𥜃	23641	3652	jiek		重祭名殷曰肜周曰𥜃亦作繹
𥜒	14382	2042	ʔjie̋m		𥜒禳
𥝁	22528	3491	siet		古文禼字林云蟲名也又殷祖也或作偰又作契
𥝋	15436	2284	biuiʱ		獸名說文曰周成王時州靡國獻𥝋人身反踵自𥬇𥬇即上脣掩其目食人北方謂之土螻爾雅曰狒狒如人被髮迅走一名梟羊俗謂之山都今交州南康山中有之郭璞讃云狒狒怪獸披髮握竹獲人則𥬇脣蔽其目終乃號咷反爲我戮扶[涕/沸]切二十四
𥝌	3048	303	ke	bend the head?	木不長也又音礙
𥝌	16985	2535	ŋəiʱ		木曲頭不出又音稽
𥝖	21717	3389	ɦət		秳也舂粟不潰也
𥝤	15061	2213	liʱ		[𥝤/𥝢]古文
𥝧	18795	2885	bɣaʱ		𥝧稏稻名
𥝩	14962	2200	zwiʱ	ear of grain	禾稷成皃說文曰禾成秀人所收从爪禾
𥞃	14854	2174	tɕʰwieʱ		䄲糶
𥞴	20507	3232	kʰowk		禾熟
𥞵	25034	3832	kep		𥞵穧穧音劑
𥟁	13874	1943	jiű		草也
𥟔	24266	3718	tʂɨk		一本作此
𥟕	9742	1152	hiɐm		禾傷肥也
𥟿	6672	755	ʔwɑ		燕人云多
𥟿	13060	1754	ʔwɑ̋		多也
𥠀	8060	937	seŋ		稀程
𥠄	4754	524	twɑn		禾垂皃又丁果切
𥠄	13003	1746	twɑ̋		禾垂皃又丁官切
𥠈	21306	3337	tʂit		䄶𥠈禾重生䄶音弼
𥠊	13846	1940	nʑiű		禾𥠊
𥠋	24459	3754	tsip		稠𥠋𥠋
𥠥	802	88	jie		上同箷。又榻前几。衣架
𥠴	18866	2899	ʈʰiɑŋʱ		穧也
𥠵	2889	296	pʰo		豆𥠵也普胡切十二
𥠺	4142	457	ʔiun		上同蒀葐蒀盛皃
𥡃	7374	844	hwɑŋ		果蓏不熟又說文曰虚無食也
𥡜	6625	749	lwɑ		上同𥢵穀積也或作𥡜
𥡟	755	83	ʈʰɣɔŋ		黍𥡟不實也
𥡤	18315	2782	tsiewʱ		物縮小又作癄
𥡧	6878	786	tʂɣa		赤𥡧稻名
𥡪	24182	3712	jɨk		黍稷蕃蕪皃亦作翼
𥡬	651	67	tsʰiowŋ		治禾𥡬移
𥢌	4325	471	bwiɐn		稻也出齊人種術
𥢑	12780	1713	ɦɑ̋w		網綴
𥢔	20762	3271	ʈɣɔk		說文曰特止也
𥢵	6624	749	lwɑ		穀積也或作𥡜
𥢶	16531	2437	kʰwɑiʱ		麤糠苦會切一
𥢶	16773	2492	kʰɣwaiʱ		麤穅
𥢸	21838	3402	kɑt		禾長也
𥢹	22394	3478	ɦet		麥𥢹不破
𥣖	10503	1304	ŋɨ̋		禾盛
𥣗	7715	888	ɳɣaŋ		穀芒長也
𥣙	13912	1952	ɖʐiű		聚名士九切一
𥣚	4792	529	dzwɑn		上同穳秿也又刈禾積也
𥣜	20112	3197	pʰuk		草生穊也
𥣫	22444	3482	met		莊子謂之禾也
𥣬	16927	2524	lwoiʱ		秲𥣬稻名
𥣭	16382	2408	lieiʱ		上同䅀黍穰
𥣰	5229	594	pen		籬上豆也又北典切
𥣰	12165	1612	pe̋n		豆名
𥤇	9228	1070	tʂʰim		字書云禾長皃
𥤓	12166	1612	pe̋n		上同𥣰豆名
𥤞	8146	939	leŋ		草莖踈也
𥤼	15246	2250	ɕwiʱ		方言云深也趙魏閒語
𥥈	19092	2968	ʔɣwaŋʱ		小水皃烏横切一
𥥉	19333	3039	ziuʱ		籀文
𥥊	13525	1862	mia̋ŋ		𥥊戸土穴
𥥦	14183	2006	də̋m		竈突說文深也
𥥸	6890	787	ɖɣa		窊𥥸深皃
𥥻	19179	2999	kʰeŋʱ	empty	說文空也
𥥿	9209	1067	ʂim		[𥥿/𥥦]突也
𥦒	18222	2766	ʔewʱ		𥦒窱幽深皃又音杳
𥦜	19274	3027	pəŋʱ		束棺下之說文作堋喪葬下土也方隥切二
𥦠	10865	1361	jwiő		上同窳器中空亦病也
𥧓	13091	1764	mɣa̋		穴𥧓在燕野
𥧬	12201	1617	kʰe̋n		不動牽繭切四
𥧮	23242	3597	ʈɣak		[⿱穴商/𥧮]窟也
𥧲	19607	3086	tsimʱ		上同浸出字林漬也漸也子鴆切四
𥨍	20184	3201	biuk		地室
𥨍	20409	3221	pʰiuk		上同㙏地室
𥨒	16553	2444	tsʰwɑiʱ		塞外道也
𥨪	140	15	ɡiuŋ		羿所封國
𥩁	20255	3205	kiuk		上同𡫬説文窮也
𥩡	21470	3358	ɦwiɐt		竚立也
𥩲	11387	1451	ɦə̋i		[堅/竪]𥩲神人
𥪂	24888	3813	liep		羸𥪂
𥪋	20067	3191	luk		見鬼
𥪋	20194	3201	biuk		見鬼皃
𥪥	2363	257	swio		上同𩓣待也
𥪰	19038	2948	ɡiaŋʱ		俗競爭也強也逐也髙也遽也渠敬切七
𥪺	985	108	ŋie		上同儀儀容又義也正也亦州名本漢湼縣地秦爲上黨郡武德爲遼州又爲箕州今爲儀州亦姓左傳徐大夫儀楚
𥫃	14826	2168	ŋieʱ		正也止也
𥫱	11792	1537	dwőn		籧也說文篅也
𥫵	15981	2364	tʰeʱ		車節也
𥬇	18226	2768	siewʱ		欣也喜也亦作笑私妙切五
𥬎	21864	3407	mwɑt		捕鰌竹器
𥬔	2201	246	kʰiɤ		飯器
𥬕	14397	2043	nʑie̋m		竹弱之皃
𥬪	110	9	nʑiuŋ		小竹可爲矢
𥬬	24924	3817	ɳiep		竹𥬬
𥬲	13023	1748	dwɑ̋		竹名
𥬸	6913	792	ʈɣwa		亦同檛棰也左氏傳曰繞朝贈之以策杜預云馬檛也或作簻陟𤓰切四
𥭐	21273	3329	lwit		竹𥭐以射鳥也
𥭑	8772	1014	ɡiu		籠也
𥭓	20812	3274	bɣɔk		車軬帶也
𥭓	20922	3284	tʂʰɣɔk		軬帶
𥭖	20779	3272	pɣɔk		𥭖手足指節之鳴者亦作肑
𥭗	338	31	buŋ		車軬
𥭘	1360	151	ʈʰi		竹器
𥭜	15345	2268	ɡɨʱ		竹名
𥭮	7559	863	mɣaŋ		竹名
𥮍	9104	1055	jim		竹名
𥮏	12112	1604	te̋n		大篋
𥮒	5041	576	dzen		說文曰蔽絮簀也或作⿱𥫗汧
𥮒	9554	1117	dziem		漂絮簀又音前
𥯕	13364	1832	dɑ̋ŋ		大竹筩
𥯕	13401	1839	tʰɑ̋ŋ		說文曰大竹筩也
𥯖	15778	2343	doʱ		[蠶/𥸢]𥯖
𥯗	11557	1486	swi̋n		⿱筍犬/𥯗]上同簨簨虡釋名曰所以懸[-/鐘]鼓者横曰簨簨峻也在上髙峻也縱曰虡虡舉也在旁舉簨也[
𥯘	6720	769	jia		竹名生臨海
𥯥	24968	3822	ʈʰiep		竹葉
𥯦	25153	3845	ɖʐɣɛp		行書[十/士]洽切六
𥯨	1663	190	sɨ		竹名有毒傷人即死
𥯩	22816	3543	tɕiɑk		䉛𥯩玉篇云𥂖米具
𥯮	2441	261	jwio		黒竹
𥯶	11032	1387	kʰő		竹名
𥰛	8788	1015	biu		竹有文者
𥰝	24078	3700	sɨk		簨𥰝
𥰠	10605	1325	liɤ̋		筲器
𥰢	18049	2729	ɕienʱ		竹
𥰣	8452	988	liu		竹名出玉篇
𥰥	11157	1403	he̋		所以安重船又音系
𥰨	9365	1087	dɑm		刮馬篦也
𥰭	6472	730	dzɑ		籠屬
𥰭	13181	1788	tʂɣa̋		炭籠也又音鹺
𥰮	12918	1731	kɑ̋		筍𥰮出南中
𥰳	17831	2694	senʱ		紡𥰳也
𥰶	22164	3446	ɦɣat		拾𥰶
𥰸	12314	1630	tsie̋n		𥰸䉳
𥰻	15773	2342	moʱ		竹筥
𥱵	16256	2396	zwieiʱ		古文篲埽帚爾雅曰[箭/葥]王篲本亦從艹祥歳切九
𥱵	24430	3749	zip		簷𥱵修舩具也
𥱻	16166	2381	ʈʰeʱ		胡[竹名也杖也丑戾切一/竹名也丑戾切又杖胡切一]
𥱼	3247	325	bɣɛ		大桴曰𥱼
𥲄	14313	2025	dɑ̋m		竹名
𥲈	11984	1572	mwɑ̋n		竹器
𥲊	5704	653	lew		竹名
𥲖	3411	365	kʰwoi		[𥲖/䈛]箭竹
𥳇	20154	3200	piuk		實竹
𥳉	2883	295	to		竹名
𥳊	17033	2544	pwiɐiʱ		蘆𥳊
𥳎	137	14	kʰiuŋ		𥳎籠也又去龍切
𥳎	615	63	ɡiowŋ		𥳎籠
𥳎	656	68	kʰiowŋ		𥳎籠
𥳐	12277	1627	kʰjie̋n		𥳐䉳戸籍
𥳒	14507	2068	kɣɛ̋m		竹名出玉篇
𥳔	13024	1748	dwɑ̋		上同𥬲竹名
𥳙	880	96	dʑwie		上同篅盛穀圓𥫱
𥳚	5285	602	nʑien		竹名
𥳞	17115	2555	linʱ		竹名堅中
𥳟	12315	1630	tsie̋n		竹名
𥳣	16547	2442	dzwɑiʱ		𥳣䇻
𥳧	3393	358	ʂɣɛi		𥳧籮古以玉爲柱故字從玉今俗作簁
𥳭	18035	2727	tsienʱ		古文箭箭竹髙一丈節閒三尺可爲矢爾雅曰東南之美者有㑹稽之竹箭子賤切九
𥳺	9774	1160	sűŋ		箸桶
𥴁	20368	3216	ʈiuk		古文築擣也
𥴡	11076	1393	le̋		竹名
𥴤	4418	481	ɡiɐn		筋鳴也巨言切二
𥴧	2032	230	ɡiɤ		[-/飤]牛筐
𥴧	10722	1344	kiɤ̋		飤牛筐
𥴨	16991	2536	ʔəiʱ		隱也爾雅作薆
𥴩	23515	3638	kɣɛk		𥴩子竹障出通俗文
𥴫	4532	492	dwon		榜也
𥴬	16130	2379	beʱ		弋鳥具也
𥴭	22178	3450	kʰɣat		木虎止樂器亦名敔也枯鎋切四
𥴮	23080	3579	pʰɑk		𥴮齒相⿱𥫗賽也
𥴮	23166	3586	pɑk		蠶具名吳人用
𥴲	11516	1481	mi̋n		上同簢竹名可以爲席爾雅曰簢筡中言其中空筡音塗或作𥴲
𥴴	8955	1028	kəu		𥴴𥵣桃枝竹名
𥴶	14279	2018	tə̋m		上同䉞箱屬又作𥴶
𥵣	4751	524	twɑn		竹名出南嶺
𥵫	283	26	dzuŋ		籠𥵫取魚器俗
𥶆	2165	241	liɤ		𥶆䈝竹名
𥶌	15505	2292	liɤʱ		舟中簀𥶌見方言
𥶓	907	100	pie		竹名
𥶛	2969	301	de		竹名
𥶛	16009	2365	deʱ		竹名
𥶜	2667	280	ɦo		𥶜被也出韻略
𥶵	10000	1205	hwie̋		上同毇說文曰米一斛舂爲八斗
𥶶	20277	3206	kʰiuk		上同麴說文曰酒母也麴[蘖/糵]又姓出西平漢有麴演驅匊切五
𥶷	12444	1652	swie̋n		竹縁
𥶻	912	101	zwie		𥶻籠
𥶽	16190	2386	ɦwieiʱ		竹名
𥶾	14755	2153	lieʱ		䉣𥶾
𥶾	16151	2380	leʱ		札也
𥷀	5117	582	ʔen		竹名
𥷕	25058	3834	dep		𥷕簸
𥷛	20380	3217	tsiuk		[𥷛/𥷼]笪也
𥷤	20251	3205	kiuk		說文曰窮治辠人也
𥸀	1169	122	mjie		竹篾亦作𥵨
𥸘	22907	3561	ɦwiɑk		筌取魚器也
𥸡	14164	2005	kə̋m		竹名亦作篢
𥸢	9311	1079	tsəm		𥸢𥯖
𥸭	18066	2731	kwienʱ		說文曰摶飯也隷省作𠔉眷字類從此俗作[𥸭/灷]
𥸴	22447	3482	met		糏𥸴也
𥸸	22512	3490	let		𥸸𡔢多節目也練結切七
𥹃	2533	269	pʰwio		上同稃穀皮
𥹆	8195	942	meŋ		[漬/潰]米
𥹇	17381	2600	bwiɐnʱ		粉𥹇
𥹜	6043	688	kɣaw		𥹜𥺝米餅
𥹵	20692	3265	ʈʰiowk		字書曰𥻿𥹵損米
𥹷	8439	988	liu		粰𥹷饊也
𥺝	8580	998	tɕiu		𥹜𥺝米粉餅出字林
𥻂	11901	1557	lɑ̋n		飯相著也
𥻄	3390	356	kʰɣɛi		米之别名
𥻅	24279	3719	bɨk		[𥻅/煏]上同𤐧火乾肉也
𥻆	20683	3263	siowk		上同粟見說文禾[子/實]也淮南子曰昔蒼頡作書而天雨粟又姓袁紹魏郡太守粟[舉/攀]相玉切七
𥻇	14492	2065	ɦɣɛ̋m		𥻇塗也
𥻤	8665	1007	tʂʰiu		𥻤粉
𥻦	21843	3403	sɑt		放也若𥻦蔡叔是也說文曰䊝𥻦𢿨之也
𥻧	9621	1129	kem		青稻白米
𥻨	23276	3602	ʂiak		煑米多水
𥻩	17962	2709	menʱ		屑米
𥼚	20737	3269	tʂɣɔk		上同穛早熟穀
𥼡	2867	293	tsʰo		米不精也
𥼶	23650	3653	ɕiek	wash rice	說文曰漬米也
𥼺	11342	1441	tsʰwői		物粗也
𥽂	15417	2281	kʰiuiʱ		細米丘畏切三
𥽏	14532	2079	ɦɣa̋m		䊤也
𥽒	17303	2585	piunʱ		上同糞穢也方問切八
𥽗	23843	3675	lek		雜糅食名
𥽘	21870	3407	mwɑt		米和細屑
𥽬	18880	2902	ɳiɑŋʱ		雜也
𥽭	11902	1557	lɑ̋n		飯相著也
𥽽	12045	1592	ʂɣɛ̋n		粟𥽽
𥽽	12080	1600	tʂʰɣwɛ̋n		䃺粟
𥾍	11898	1556	kɑ̋n		上同衦摩展衣也又音幹
𥾛	21709	3387	tsʰwot		索也
𥾝	22436	3482	met		細也出蒼頡篇
𥾣	766	87	tɕie		縴𥾣挽船繩也
𥾩	10485	1301	ʐɨ̋		[𥾩/䋀]繩履。
𥿄	2960	300	te		絲滓
𥿆	1383	153	dzi		𥿆補
𥿆	1759	197	zɨ		補也
𥿇	2123	236	ʂiɤ		𥿇繼
𥿇	10743	1346	kʰiɤ̋		繼入▼入字當删▲也又音踈
𥿋	4331	471	bwiɐn		上同緐馬飾名也
𥿫	15220	2239	jiʱ		重多
𥿬	23312	3609	ŋiak		紱維
𥿮	24094	3702	ɕɨk		方言云趙魏閒呼經而未緯者曰機𥿮
𥿯	16645	2465	pʰɣɛʱ		未緝麻也說文曰散絲也
𥿳	16020	2367	seʱ		古文細小也蘇計切六
𥿼	7379	844	hwɑŋ		絲曼延也
𦀉	12995	1746	twɑ̋		小崖
𦀒	2296	254	hwio		殷冠名又音詡
𦀒	10848	1359	hwiő		殷冠名[𠳲/冔]
𦀖	24910	3816	ʔiep		𦀖䌜補衣
𦀖	24996	3828	kiep		縫也居輒切二
𦀖	25299	3865	kiɐp		𦀖䌜縫也
𦀘	1601	181	pʰji		謬也
𦀘	3030	302	pe		謬也又芳脂切
𦀚	8182	941	tʰeŋ		上同䋼縚屬說文緩也
𦁆	12430	1650	ɖwie̋n		上同摶亦作縳周禮百羽爲摶十摶爲緷緷音渾又音鮌
𦁆	18128	2743	ɖwienʱ		𦁆繞也
𦁇	19815	3144	nemʱ		字林云挽船篾也
𦁍	9117	1056	sim		久緩皃
𦁎	23140	3585	dzɑk		草繩
𦁐	21358	3343	kiut		翟衣
𦁐	21515	3362	kʰwiɐt		𦁐狄衣周禮作闕禮記作屈
𦁕	21647	3380	hwot		微也
𦁙	12381	1642	jwie̋n		紖𦁙
𦂀	24636	3780	dəp		𦂀子絹出字林
𦂁	14960	2200	zwiʱ		佩玉[縁/𦂁]也
𦂄	3388	356	kʰɣɛi		木絲
𦂇	12288	1628	kie̋n		𦂇縮
𦂌	9812	1166	pűŋ		小皃皮屨又巴講切
𦂌	9953	1198	pɣɔ̋ŋ		小兒皮[履/屨]巴講切又補孔切一
𦂔	17372	2599	mwiɐnʱ		挽舟繩也
𦂗	20750	3270	ʂɣɔk		緘也
𦃇	2917	298	le		縴𦃇惡絮
𦃈	8478	989	tsʰiu		上同鞧周禮曰必𦃈其牛後車鞧
𦃊	21036	3299	lit		蒸栗色綵
𦃌	9466	1102	siem		上同綅白經黒緯
𦃓	8460	988	liu		綺別名也
𦃕	11837	1546	hwőn		結也虚本切二
𦃖	14300	2023	tʰɑ̋m		毳衣說文曰帛騅色也引詩曰毳衣如𦃖
𦃘	15099	2219	ɖiʱ		刺𦃘針縫也
𦃟	16052	2370	ɦeʱ		籀文
𦃢	11577	1493	kʰwi̋n		束縛丘尹切一
𦄍	13271	1810	ʂiɑ̋ŋ		屩中絞繩
𦄐	11632	1506	kʰiűn		左傳云[-/羅]無勇𦄐之束縛也
𦄑	16184	2385	swieiʱ		布縷細也
𦄒	12163	1612	pe̋n		上同緶褰裳
𦄼	9916	1184	siow̋ŋ		絆前兩足
𦄼	10922	1372	swiő		絆前兩足相𢈔切二
𦄼	13895	1945	siű		絆前兩足又相主切
𦄽	2027	230	ɡiɤ		履飾
𦅀	9046	1046	zim		續也
𦅇	7357	842	sɑŋ		淺黃
𦅶	24758	3794	lɑp		繒𦅶
𦅽	20589	3247	kiowk		𦅽屬
𦆀	12273	1626	tɕʰie̋n		偏緩又徐翦切
𦆀	12323	1632	zie̋n		緩也徐翦切一
𦆄	21313	3338	ʂit		𦆄𦆄色也亦作𩇣
𦆈	11977	1570	tswɑ̋n		古文繤繤組本亦作纂
𦆞	15720	2328	mwioʱ		繅淹餘也
𦆠	15006	2205	ɡwiʱ		織餘
𦇏	12176	1613	ɦwe̋n		韋昭云繯繫也
𦇕	17595	2646	sɑnʱ		蓋也蘇旰切又蘇旱切六
𦇖	3870	422	bjin		擣衣
𦇧	16401	2411	kieiʱ		氈類織毛爲之說文曰西胡毳布也
𦈸	24230	3715	ɦwɨk		瓦器
𦈼	876	96	dʑwie		小口甖也
𦉕	17997	2717	dʑienʱ		上同𤮜器縁
𦉢	8103	939	leŋ		似瓶有耳
𦉥	14607	2099	ʔuŋʱ		瓶也說文曰源缾也
𦉬	8178	941	tʰeŋ		罟也
𦉬	13696	1903	tʰe̋ŋ		𦉬𦊓小網
𦉭	15176	2230	siʱ		古文肂埋棺坎下
𦉹	23863	3676	tek		魚擊網也
𦊁	1327	147	bji		篝笭
𦊂	15852	2349	ɦoʱ		兔網
𦊐	10687	1337	ɡiɤ̋		罟也
𦊑	13763	1928	liű		上同罶魚梁
𦊒	13969	1960	kəű		上同笱笱屚縣名在交阯又魚笱取魚竹器
𦊓	13729	1915	le̋ŋ		𦉬𦊓小網
𦊔	14524	2077	ɳɣɛ̋m		捕魚網也女減切三
𦊼	15511	2292	liɤʱ		網𦊼
𦋅	3217	318	ɦwe		姓也梁四公子𦋅闖之後
𦋞	20753	3270	ʂɣɔk		㩋𦋞罘䍐
𦋰	9623	1129	kem		絲網
𦌒	18214	2764	lewʱ		魚網
𦌔	17755	2671	ʂɣanʱ		取魚網也
𦌔	18113	2740	swienʱ		罥獸足網
𦌕	15791	2344	loʱ		𦌕䍛取魚具也
𦌟	20062	3191	luk		捕魚具也
𦌠	23437	3630	bɣɛk		翻車
𦌡	11518	1481	mi̋n		細罔
𦌫	14525	2077	ɳɣɛ̋m		上同𦊔捕魚網也女減切三
𦌬	2257	252	mwio		罟屬又音武
𦌬	10797	1355	mwiő		牎中網也
𦌵	3472	370	lwoi		百囊魚網
𦌻	12443	1652	swie̋n		罟也
𦌾	17872	2698	kwenʱ		鳥羅
𦌿	2125	236	ʂiɤ		上同釃下酒
𦍀	17586	2644	nɑnʱ		緼也
𦍒	21772	3395	tʰɑt	lamb	上同羍小羊也亦作𦍐
𦍙	6990	806	ziɑŋ		女鬼古作祥禫字
𦍧	1181	123	tsʰie		說文曰羊名蹏皮可以割黍
𦍩	10987	1380	kő		俗羖羖䍽羊說文曰夏羊牡曰羖
𦍶	13869	1943	jiű		上同誘並見說文導也引也敎也進也說文曰相訹呼也
𦍹	6983	805	jiɑŋ		多也
𦍻	47	2	duŋ		上同𦏆無角羊
𦎣	3073	305	ʔe		黒羊
𦎣	3740	403	ʔjin		黒羊
𦎣	5010	562	ʔɣɛn		黒羊
𦎦	15716	2328	mwioʱ		六月生羔
𦎧	3986	438	dʑwin		說文曰孰也凡從𦎧者今作享同
𦎷	17177	2563	tsinʱ		羊名又亭名切
𦎸	14765	2155	tsieʱ		羊相䍴𦎸
𦎸	14833	2170	dzieʱ		䍴𦎸
𦎹	8884	1020	ləu		土𦎹似羊四角其銳難當觸物則斃食人出山海經
𦏆	46	2	duŋ		無角羊
𦏇	13886	1943	jiű		[𦏇/湵]水名
𦏊	4724	522	ɦwɑn		山羊細角而形大也
𦏖	4925	543	ɦɣwan		上同䍺獸名似羊而黒色無口不可殺也
𦏰	8081	939	leŋ		上同麢大羊
𦏴	2272	253	ɦwio		飛皃說文曰雩羽舞也或以羽同上雩請雨祭名又沉于切
𦏵	24171	3712	jɨk		古文翼羽翼說文翍也又恭也美也助也亦州名在隴右因翼水爲名又姓晉翼侯之後漢有諫議大夫翼奉
𦏺	275	25	ɦuŋ		飛聲
𦐃	14202	2008	nə̋m		羽弱
𦐄	7474	852	ɦɑŋ		飛髙下也
𦐇	24783	3796	tʰɑp		飛皃
𦐈	4220	463	pʰiun		[翻/翷]𦐈飛皃
𦐉	1826	204	tɕʰɨ		羽盛
𦐊	14868	2178	ɕieʱ		並上同翅鳥翼施智切十三
𦐋	22718	3524	hwiet		小鳥飛
𦐛	10904	1369	kwiő		曲羽又求俱切
𦐦	23083	3579	pʰɑk		飛去也又步各切
𦐧	16028	2368	ŋeʱ		說文曰羽之[羿/𦐧]風亦古諸侯也一曰射師
